Review_Text,Improvement_Suggestion
"I had a great experience with Healthians. The app is user-friendly, and the sample collection was done efficiently. The reports were also delivered on time. I would recommend Healthians for hassle-free and convenient lab tests.","Appreciate the user-friendly app, efficient sample collection, and timely report delivery, and recommend the service for hassle-free lab tests"
"The app is very convenient for booking lab tests. The sample collection was done professionally, and the reports were delivered on time. However, I faced some issues with the app's performance and customer support. Overall, it's a decent app for lab tests.","Appreciate the convenience of the app for booking lab tests, professional sample collection, and timely report delivery, and suggest addressing app performance and customer support issues"
"The service was very poor. I had booked an appointment for blood tests, but the sample collector did not show up at the scheduled time. I tried contacting customer support, but there was no response. The whole experience was frustrating, and I would not recommend this service.","Address the poor service, ensure sample collector punctuality, improve customer support responsiveness, and enhance the overall experience"
"I had a satisfactory experience with Healthians. The app was easy to use, and the sample collection was done without any issues. The reports were delivered on time. However, I would suggest improving the customer support as I faced some difficulties in reaching them.","Appreciate the app's ease of use, hassle-free sample collection, and timely report delivery, and suggest improving customer support"
"The app is good for booking lab tests, and the sample collection was done properly. However, the reports were delayed, and I faced some issues with the app's performance. There is room for improvement in customer support as well. Overall, an average experience.","Appreciate the app for booking lab tests and proper sample collection, and suggest addressing report delays, improving app performance, and enhancing customer support"
"The service was below expectations. The sample collector did not show up at the scheduled time, and there was no communication regarding the delay. I tried contacting customer support, but there was no response. The lack of professionalism was disappointing.","Address the lack of professionalism, ensure punctuality of sample collectors, improve customer support responsiveness, and enhance the overall experience"
"I had a mixed experience with Healthians. The app was easy to use, and the sample collection was done professionally. However, the reports were delayed, and I faced difficulties in reaching customer support. There is room for improvement.","Appreciate the user-friendly app and professional sample collection, and suggest addressing report delays and improving customer support responsiveness"
"The app is convenient for booking lab tests, but I faced issues with the sample collection. The sample collector did not show up at the scheduled time, and there was no proper communication regarding the delay. The lack of coordination was frustrating.","Improve the sample collection process, ensure punctuality of sample collectors, and enhance coordination and communication"
"The service was disappointing. The sample collector did not show up at the scheduled time, and there was no communication regarding the delay. The reports were also delayed. Overall, a poor experience.","Address the sample collector punctuality issues, improve communication and coordination, and ensure timely report delivery"
"I had a satisfactory experience with Healthians. The app was easy to use, and the sample collection was done without any issues. The reports were delivered on time. However, I faced difficulties in reaching customer support. There is room for improvement in that area.","Appreciate the user-friendly app and hassle-free sample collection, and suggest improving customer support responsiveness"
"The app is good for booking lab tests, and the sample collection was done properly. However, I faced issues with the app's performance, and the reports were delayed. There is room for improvement in those areas. Customer support was average.","Appreciate the app for booking lab tests and proper sample collection, and suggest addressing app performance issues, ensuring timely report delivery, and enhancing customer support"
"The service was below expectations. The sample collector did not show up at the scheduled time, and there was no proper communication regarding the delay. The reports were also delayed. The lack of professionalism and coordination was disappointing.","Address the lack of professionalism and coordination, ensure punctuality of sample collectors, and improve communication and timely report delivery"
"I had a mixed experience with Healthians. The app was easy to use, and the sample collection was done professionally. However, the reports were delayed, and I faced difficulties in reaching customer support. There is room for improvement in those areas.","Appreciate the user-friendly app and professional sample collection, and suggest addressing report delays and improving customer support responsiveness"
They will always claim that earlier sample not good and resampling required. Happened multiple times with me. Worst app. Nothing happens on doing the payment. No confirmation of the booking. Had to call the customer care who told that booking not yet done and need to wait for few hours. It's really worst workflow I have seen in an app.,Improve booking workflow and confirmation process
"Really appreciative Excellent service. Booked a few tests for family. Right from the sample collection to test results, everything was hassle-free. Also, the packages are very reasonable. Would definitely recommend Healthians. One of the best health care service providers out there in the market currently. Specifically, I like the comprehensive report that gives you minute details about the specific parameters as well as a bird's eye view of your overall health. Very nice dashboard.","Maintain excellent service and reasonable pricing, enhance report details"
"App and the service is very good. But when I just checking for prices, y'all constantly call on the registered number. Like I do not want y'all to call me except when I actually booked the appointment. It's annoying AF. The one low star is for constantly calling for without any reason. THANK YOU.",Reduce unnecessary phone calls for price inquiries
Please don't trust the time promised by them also any kind of response once you have made the payment. They don't answer the calls from the registered phone & once paid. You have to call from a different phone No. and tell you want to book a new order within an one ring the will pick up and then when you ask about the previous order they disconnect the call. This is what is disappointing and trusting companies like this once the payment are done they don't care for what you go through.,Improve response time and customer support for paid orders
There is no point of scheduling the checkup on the app as they don't follow it. I selected the 7:30-8:30 slot and was then told that it would not be possible for collection on the day. How can you keep someone fasting and then cancel the checkup. Pathetic service. No customer service whatsoever. Don't recommend this experience to anyone.,Follow scheduled checkup timings and improve customer service
"Worst service. DONT USE THIS APP. Worst collection process and inexperienced technicians. Collected blood sample twice and still didn't get the reports. When I contacted through mail, they mentioned that data quality is bad. Customer service is also bad, not even connecting.","Enhance collection process, improve technician expertise, and address data quality issues"
I have been using the Healthians app and services since more than two years now. It is a great app to have as a repository for all your health and medical reports. Their booking and the process is very user-friendly and easy to use. All their people who come to collect the sample are well-behaved and efficient.,Continue providing user-friendly experience and efficient sample collection
"App keeps crashing since the last few weeks. It was working fine since last 1 year. I tried uninstalling and reinstalling it back but no luck. It opens and closes immediately. Hope the team will look into the issue and resolve this ASAP. Anyway, it's a good app to view all your booking, reports, tests, everything.",Fix app crashing issue and improve stability
"Due to their negligence, my spouse had to give two times blood. Today I received a message that still the blood sample is not as per standard and they need one more sample. It seems like if they are not able to take the sample properly then how can I believe in their accuracy. Further, I clicked on get callback in the app but till now I have not received any call or SMS or email from their side. Very much disappointed. Because of this negligence, I have downrated from 5 stars to one star.","Address negligence in sample collection, improve accuracy, and enhance callback functionality"
"Extremely unprofessional. Booked twice. The technician doesn't receive the call in the first place. When he does, he says, 'I am not sure when I can arrive.' I booked the slot for 8:30-9:30 and at 10 o'clock, the technician says, 'I don't know when I can arrive, I have more samples to collect.' In the first time slot from 10-11, he didn't pick the call and arrived at 12:30. I cancelled both. No professionalism or concern about the carelessness. Let alone to apologize, they don't.","Improve professionalism, punctuality, and customer communication"
"Healthians has been my go-to place for getting any and all kinds of tests done not just for me but for everyone around me. Since 2018, the experience has been seamless, hassle-free, super convenient, and totally worth the money. I did have to try another service provider once, only to be let down eventually uninstalling the app and going back to Healthians. So, guys go ahead and start your journey towards good health with some real smart insights into your health through Healthians!","Continue providing seamless, convenient, and reliable testing services"
"This is the worst test team. Just do not go for it. I am giving feedback to something because it's a matter of health. They take samples and provide results very very late and even after the delay, they give inconclusive results. They are not at all reliable. Worst experience. They are playing with people's health and nothing else in these covid times.","Address delays in sample collection and result delivery, improve reliability"
Excellent service. Interpretation of reports is very clear and user-friendly.,Maintain excellent service and clear report interpretation
"Very poor booking experience. They put my booking on hold without sending any email or message. All they did was call me and their number is marked as spam and not a verified business account, which made me not pick up any calls. When communicating about this glitch on call, all that the executive could say was the consumer needs to pick up their calls, no matter it being marked as spam",Improve booking experience and address communication glitches
"Decent app. Easy to use and convenient to book a home appointment. However, they seem to be a bit careless. I booked some blood tests with them and the results came in time. But the catch was that one of the tests I had opted for was not included in the results. Contacted their customer care but no help till date. Funny thing is they want me to rate their customer help service. How can I rate when I haven't received a response yet? It's been four days.","Address test inclusion issues, improve customer care response time"
"Sample collection was smooth and the reports were received in 6 hours. Also, the report was very detailed and visual, which was easy to understand. They also gave useful recommendations based on the results. The price of the test was very less compared to other services.","Continue providing smooth sample collection, detailed reports, and useful recommendations at reasonable prices"
"Loved the app! Tried it because I was getting a very good offer on the tests I wanted but at the end, loved everything about it. The guy who took the samples was polite and professional, the report style is modern and easy to read for anyone rather than just plain pdf files.",Maintain professional sample collection and modern report style
"It was a very great experience, really, right from the booking to reports. Everything was very systematic & organized. Such a humble way to deal with the clients/customers. Very happy with the service provided. Overall a very good experience & keep up the good work.","Maintain systematic and organized service, provide humble customer support"
"Got my tests done. However, as promised by the agent that I will be getting 100% cashback coupons, the same did not happen even after a week's time. My H Cash still shows zero coupons. Another problem is price consistency. I booked a test which costs 299. However, as soon as I changed the payment mode from NetBanking to CC or Cash, the amount automatically changed to 699.",Address issues with cashback coupons and ensure price consistency
"It's a very good app to conduct your routine body check-up. I usually use the Healthians app when I have time to wait for at least 1 day. Otherwise, I choose my nearby lab. But results of test reports are extremely well. And kind of good-level narration of all medical terminology and the importance of each parameter including in different reports which indicate the health of our body organ. So, I suggest you use it. Try it once. You will definitely like all services provided by team Healthians. Thank you.",Continue providing good-quality test reports and informative interpretations
"Pathetic service support. For a confirmed booked test, no one came as on the requested date. And no update received from anyone on the delay or refund. And suddenly the booking is cancelled. And I have no way to communicate with service support. The in-app Help support is just for show. I have raised concern three times. No response till date.","Improve service support, provide timely updates, and address cancellation issues"
"Worst app. After advance paid booking, they didn't come for sample collection. They don't pick calls on the registered number. When I called from another number, they don't know anything about the booking. Not responsible for patients. Patient is waiting fasting. Very bad experience, I wasted my time on it.","Improve sample collection reliability, responsiveness, and patient care"
"Booked two tests for my parents. The sample collector was supposed to arrive between 6:30 AM to 7:30 AM. At 6:19 I got a message that 'Anuj' has been assigned to collect the samples. Simultaneously I got a message that 'we are unable to contact you and hence the booking has been placed on hold'. Since then I am trying to reach out to the customer service. No one is answering even after 15 mins of hold. Can't be trusted. Order cancelled, app uninstalled! Keep your unprofessionalism with yourself",Improve customer service responsiveness and communication
"Scam! There is no way to contact and no customer care. I booked a full body checkup. No one came to collect samples. Opened two tickets on the app. No response. Their call center gets connected and you wait for 5 mins and it gets disconnected. If you want to try this app, try connecting to the customer care number and talk to a real human. If you are successful go ahead and install the app. Good luck! And the most fun part is they respond on reviews asking to share the booking id. Share where?",Establish reliable customer support channels and improve responsiveness to user complaints
"Upgrading the rating as the sample collection seems to a bit more streamlined now. Also, the response from customer care is good. Overall features like analysis of the test, historical charts etc are good concepts.","Maintain streamlined sample collection process, continue improving customer care response, and enhance analysis and visualization features"
"Worse experience ever. They missed the collected blood samples and requested for a resampling. How careless one has to be to miss the blood samples collected! It's not easy for elderly people to give blood samples so many times as they have low tolerance for pain, all this just because of your carelessness.",Ensure proper handling of collected samples and minimize the need for resampling
"Smooth experience of using the app. Booked test and samples were taken by experienced technician with sealed kits. Got notifications for sample collected, sample reached at lab and results available. So far so good. If Healthians can maintain the flow and quality, they will be unbeatable. 5* all the way till they continue doing good.","Maintain quality sample collection, timely notifications, and overall service excellence"
"The process of booking, sample collection, report were all seamlessly very efficient. Test reports also accurate when compared with previous tests done at a different place. Cost is much low compared to many others. Customer care contact and email updates were prompt. Thank you so much. Please keep up the good work in the interest of humanity. God bless you.","Continue providing efficient booking process, accurate test reports, affordable pricing, and prompt customer care support"
"Horrible app, don't fall into their trap. They can waste a lot of your time and then don't show up for sample collection. Contact center is the worst, only IVR and SMS one-way communication. No complaint management system.","Improve sample collection reliability, enhance contact center communication, and establish a complaint management system"
"Booking gets auto-cancelled without any information because I didn't pay online. Even when the customer support said I can pay at the time of sample collection. And even on the day of sample collection, they said, the guy will come. On the next day, they said it got auto-cancelled as I didn't pay. Now I have to pay at the time of booking, but with this experience and seeing all those reviews, I can't trust them that they will get my test done even when I have paid in advance. Bad experience.","Resolve issues with auto-cancellation, improve payment flexibility, and build trust in the booking process"
"Worst service. Firstly, I called to book the appointment. The person who was supposed to come for sample collection didn't show up on time. Even after a day of delay, he didn't receive my call. I called from the app but there also they kept putting the call on hold and even the person in charge of collection didn't receive a call from his supervisor. I think this company is a waste of time.","Address issues with sample collector punctuality, improve communication within the team, and enhance customer service responsiveness"
"It was a smooth experience from booking to sample taking to delivery of reports. Graphics reports are excellent. Follow up after the report is a special feature of Healthians, not available in any of the other similar applications. I hope they continue in the same way.","Maintain smooth experience throughout the process, continue providing excellent graphical reports, and prioritize post-report follow-up"
"I did a mistake trusting this app for a full body test for my father. This is the third time they are asking for sample collection. They can't even store the sample properly, by the time the sample reached the lab it's been more than two days and the lab keeps rejecting the samples. The amount of blood drawn for each resampling process may hamper my father's health. He is a heart patient. Please stay away from this app.","Ensure proper sample storage and minimize the need for resampling, prioritize patient health and safety"
"This app is a total scam. I booked a test for Thursday in the 11-12 slot & the collection agent calls me at 10:30 and says his shift has ended and he won't come. Since then I've made several calls to Healthians & they always assure me that someone would come but there's absolutely no communication from their end. I even recommended them to a friend because it was cheap but you get what you pay for or in this case, you don't get nothing. Oh and I still haven't received a refund and probably won't.","Improve sample collection reliability, enhance communication with customers, and address refund issues"
"A truly technology-driven company bringing the best to the end-user. Truly a new benchmark in the Healthcare segment. Seamless overall experience. Great quality control and overall very professional team across each channel of contact, from helpdesk to collections.","Leverage technology for an enhanced user experience, maintain high-quality control standards, and continue providing professional and seamless service"
Came across their ad on Instagram and submitted my details. Got a call back within a couple of minutes. Booked Ayushman checkup package for the next day. The sample was collected on time in a proper manner and the results were out the next day. Needed to give a missed call for the doctor's consultation which also took place shortly. Overall a very good experience and would certainly recommend.,"Continue prompt follow-up and booking process, maintain timely sample collection, and improve doctor consultation process"
"It's actually Fraudians. In these hard times, where people are helping each other, they are making money. Their salespersons call you when you register for a test and ask you to pay beforehand. No one shows up, no details of the sample collector are shared. And you can't talk to anyone about it. Their customer care never picks up. In my case, I registered again with another number, after getting a call they say they can't help you as that is customer care's job and they (sales) can't do anything.","Enhance transparency in the payment and sample collection process, improve customer care accessibility, and address issues with sales representatives"
Worst service. After the check is completed your inbox and WhatsApp will be flooded with messages. I don't recommend this.,Reduce excessive messaging after test completion and ensure a balanced communication approach
"Good service in a cost-effective manner. Doctor consultation was very good; she explained my test report one by one in detail and suggested having a healthy diet and exercise. The person who collected the sample was also very good; he came on time, collected the sample with cleanliness and in a good manner. Overall nice experience. Keep up the good work Healthians team!","Continue providing cost-effective services, improve doctor consultation experience, and maintain punctuality and cleanliness in sample collection"
"CHEATING! I booked for my checkup. Few parameters which were told at the time of booking. When I asked, I was told now these parameters are not included.",Ensure accurate and consistent information about included parameters during the booking process
I once downloaded an app and they have called like 25 times a day for an enquiry or booking slot even after I refused to get my health check-up done.,Improve communication approach and respect user preferences
"The moment you install the app, the support team will start calling you, even when you did not request any call or asked for any help. The worst part is, they do not even look at the clock. These people called me at 11 pm at night. I uninstalled the app. Thanks.","Respect user preferences and privacy, improve support team calling practices"
"Professional in collecting samples, hassle-free process, on-time reports, and very inexpensive prices compared to traditional pathology labs","Continue professional sample collection, maintain a hassle-free process, and emphasize competitive pricing"
Very good app and good discount provided,Maintain a good user experience and continue offering attractive discounts
"Wrong Readings- low accuracy Use Healthians service at your own risk. I had received Report showing HbA1c as 7.4 on 12May2023. I had doubts about it's accuracy. On 13May2023, I booked with another lab and the report showed HbA1c as 6.8 which is consistent with past Reports. I booked ticket no.4728507 with Healthians reporting this and followed up. But they closed the ticket without assigning any reason and customer care not responding.",Improve accuracy of readings and enhance customer support
"The service and prices are excellent. However, if you even open the app and look up a test, they will start calling you relentlessly. I've received over 10 calls in less than 90 mins. This type of aggressive marketing made me delete the application. Horrible.",Reduce aggressive marketing and limit phone calls to customers
"The worst experience I have had at Healthians. Customer care staff is uncommunicative and unresponsive to my inquiries. The wait times were also very long, and the staff seemed overwhelmed and unable to help me in a timely manner. The overall experience was very frustrating and disappointing. If you are in a hurry, don't go for Healthians.",Improve customer care responsiveness and reduce wait times
Very good services. Used it for the first time and I'm quite happy with the results. Was initially a bit skeptical but tried it and got what I expected...Reports are mostly accurate..overall a good experience..,Continue providing accurate reports and maintain good service
"It was a wonderful experience. You don't need to go anywhere and personally I feel it's cheap as well. Thank you for such a wonderful experience. The sample collector was very polite and had enough experience to guide. On time, or I must say before time reports. And one best thing is the update about everything.",Maintain timely reports and good customer service
"Very poor service, if your team is not trained enough to handle the collected samples, why do people suffer? 3 tests done out of which you have asked for resampling of 2. When I escalated this, my request automatically closed with the tag - Resolved. Very poor experience. Not recommendable.",Improve sample handling and address resampling issues
"It's an amazing app and provides amazing service. I had bookings in 2020 and again I booked in 2021 only via Healthians. They are amazing. They collect samples on time, and sample collectors are friendly, as are their support guys. Thanks everyone for doing an amazing job.",Continue providing amazing service and maintain friendly staff
"Just got the first tests done recently, and what impressed me the most was the reports. The presentation is very precise and easy to understand. The Smart Report (apart from the detailed report) is very impressive.",Continue providing precise and easy-to-understand reports
"The worst. Do not use. I booked a 24 hr report. The booking and collection were very prompt, but more than 24 hrs passed and I still didn't receive the report. In fact, when I checked the app, the sample hadn't been submitted to the lab. I requested a callback from the app multiple times, I emailed their customer care, no response. Spoke to customer service rep Arti who was very unhelpful. They are very happy to take your money but will not give you a report or refund. DO NOT USE.",Improve timely report delivery and customer support
"First overall experience with Healthians is very good. Booking, payment, discount through the App was fast and smooth. Booking details and payment confirmation were instantaneous. However, some improvement in navigation is required so that one can easily find out required details. In general, very good. I also find the Test report format very good and very different from routine report formats. Also very informative and clear. Liked this report format absolutely.",Enhance navigation and maintain informative and clear report formats
"Whenever I try to book an appointment, I get the most convenient time for home service. The app is really easy to select the slot that is available. They always come on time, and I don't have to provide them additional tools. They just come, take the test, and reports are delivered online within 24 hours.",Continue providing convenient home service and timely delivery of reports
"I was thoroughly satisfied with Healthians, not only the app but the service. The sample collection was very professional and on time, it was super smooth as the phlebotomist really knew how to painlessly collect the sample. The reports came back on time (In fact, Before Time). The reporting experience was extraordinary with super cool dashboards and user-friendly overall attention to detail. The best part is that they offered free doctor consultation who promptly called us and gave a direction on the next steps of the reports. The overall price they charged us was very reasonable. I would recommend everyone who is seeking blood reports to strongly consider Healthians as a service.","Maintain professional and on-time sample collection, improve reporting experience, and continue offering free doctor consultation"
"There is something wrong with the Track steps option. I haven't started walking yet, but it is showing that I have walked over 900 steps. You guys need to fix this issue. It is showing false values.",Fix the issue with the Track steps option showing false values
"Worst and poor service - One of the poorest services, I had booked for a blood test from Healthians and it's been more than 2 days that I did not receive reports. When I contacted them, they said they are going to keep my request on priority. Don't know where they are sending blood samples for testing, are they sending it to the lab in the same city or some other city or country. That is it, I'm not going to place any more requests from my end in the future.",Improve report delivery time and provide better transparency about sample testing locations
"The blood collection needs to be improved since I had to reschedule three times to get the sample collected. But the reports were made available promptly the same evening. They were comprehensive and informative. Also, least expensive blood tests of all labs I have checked.","Address issues with blood sample collection and continue providing prompt, comprehensive, and informative reports"
"I can see a lot of improvement. However, while I see many options appearing when we key in say 'Uric Acid,' I feel you should also provide the packages with deals going on as options. Further, a quick comparison of deals would help us decide on the most appropriate package. For example, I needed Uric Acid primarily so I found it (it did not show automatically) in the 399 package - so I booked it. Now I find that had I taken the 499 package, I would have got the Thyroid tests also and more maybe.",Include package deals and improve package comparison options
"Excellent app at very reasonable prices. The best feature is live tracker where one can see reports as they come in, starting within 6 hours of sample collection, which is also seamless and on time. I have been using it for a long time for my entire family.","Maintain excellent app features, timely report updates, and reasonable prices"
Good service at a very reasonable price. Fantastic experience.,Continue providing good service at a reasonable price
"I got reports for me and my mother the next day evening after samples were collected. The person who collected the sample was a bit unprofessional. Didn't arrive at the reported time, forgot the cup for the urine sample. But at this price point, you should accept this. People expect that for a low price they want the best service. The company is new so it might be facing issues. Nevertheless, they are trying their best for the best possible service. I won't hesitate to book them again.",Improve professionalism and reliability of sample collection
"I booked 2 scans. The booking ID for one was generated but the other one wasn't. I sent numerous emails with the proof of payment and called numerous times. I went to the lab for the first scan, and they told me the payment is pending for the first one as well. I had to call and coordinate again to finally be able to do the first scan. For the second scan, they just charged me but didn't generate any booking ID. I sent them the proof of payment but got no response. Ended up paying at the hospital again.",Resolve issues with booking ID generation and payment coordination
"Super Awesome!!! Their sample collection process is amazing! Proper equipment is used, and the people who come for collection have excellent skills. The reports are processed quickly and are very neatly compiled. Easy to apprehend and understand. Great work!!","Maintain excellent sample collection process, quick report processing, and clear report presentation"
"Worst experience ever. Their team recognizes using your number if you have registered a test with them already or not. If you have not registered a test, they will be super fast in having a person talk to you. But once you have booked and paid, you can keep trying all day, no one is going to talk to you. They didn't collect the sample properly. Ruined it. Didn't add D Dimer, even after they confirmed 3 times on call. Cannot cancel the test, as per their automated reply. No one available to talk.","Improve customer service and sample collection process, ensure proper test inclusions, and address cancellation issues"
"Very, very, very bad service. Scam and fraud website. Wanted to get the corona test done before an international flight. They took the sample and told me that reports would come in 24 hours. I waited, waited, and waited. I was calling their customer care number since the morning, but nobody picked up even once. They even canceled the sample and sent an email for rescheduling. I had to get the test done again at the airport. I would have missed my flight had I relied on them. Scamsters!!!!","Address issues with delayed report delivery, improve customer care responsiveness, and prevent cancellations without proper communication"
"Prompt and accurate reports found, further follow-up from your side is appreciated, doctors are also available at your end for discussion, regular follow-up found from you regarding my health till recovery. Thanks a lot for door-to-door service.","Continue providing prompt and accurate reports, maintain availability of doctors for discussion, and ensure regular follow-up"
"The worst checkup company, recently one of my family members has taken the full body checkup, and reports diagnosed the patient with thyroid. But when we contacted any other lab, we got to know that reports from Healthians are wrong. It doesn't happen to me for the first time. A few years back, we had taken Healthians services, and at that time also reports were wrong. I would simply not trust, believe, or recommend Healthians to anyone.",Ensure accuracy of reports and regain trust and credibility
"Very bad experience. The app is very good for making bookings and payments but the services are very poor. I have been calling the customer care for more than 6 hours, but no one is picking up the call. They took the sample on time, but I did not get my report till now. The sample was collected on 12th May, today is 14th May, and I still don't have my report. Very poor service.",Improve customer care responsiveness and ensure timely report delivery
"The app is user-friendly and provides a lot of information about different tests. The sample collection was done smoothly and professionally. The reports were delivered on time and were easy to understand. Overall, a good experience.","Continue providing user-friendly app, professional sample collection, and timely delivery of easy-to-understand reports"
I randomly enquired on Google and booked a test for my mother from this app but the ease of booking procedure & offers on health packages made me book other appointments as well. The call centre professional was also helpful to explain the packages. Sample pick up was also very convenient and the professional who came to pick up samples was also humble. He told us other offers as well to book for next time. Really hassle free and convenient app to book any sort of lab tests.,Improve app service and offer more options for health packages
Quick easy and simple.,Improve app service
"Detailed reports and packages are good. Impressed by the customer service and sample collection. App service can be better, I wasn't able to reschedule my booking through the app but got an instant solution through customer service. Overall, great experience!",Improve app service for rescheduling bookings
"It's good while things are running smoothly, but things take a turn for the worse when sample collection doesn't happen on time, and then your troubles start. Try to pay at the time of sample collection so that even if there is a delay, you won't lose your money. Waiting time for customer care is extremely long. Took them 1 week to acknowledge that I have initiated a refund.",Improve sample collection timeliness and customer care response time
"Worst service I book a slot on 2nd July 2022 even I paid at that time. Samples were collected on 4th July. But they didn't check the sample and wasted the sample. Because they didn't get a payment update but from my side, payment was deducted on 2nd July. I got an update from the bank also that payment was deducted. Now, I didn't get any report, sample wasted, payment still stuck. I will never choose that type of applications. 😡😡",Address payment and sample collection issues
"The app is good, simple, and user-friendly. For lifestyle feedback, options are limited and do not cover the entire spectrum. On the whole, a pleasant experience.",Improve lifestyle feedback options
"After reporting several times and giving feedback on Play Store, my issue was addressed. Operators seem to have no coordination with the sample collector. But I am not really happy with the customer service. The company lags too much in that.",Improve coordination between operators and sample collectors and enhance customer service
"The whole process is so convenient and pain-free. I have done Healthians testing for about 4-5 times by now, and each time the service has been very quick and awesome. Very polite and professional staff. The home blood-sample collection is like the best service ever.",Maintain convenience and professionalism in the service
"Requesting all not to book anything on this platform. Worst service I've ever received. After giving a sample, the next day I had to book a slot again for a resample due to their issue. The time slot was 9.30-10.30, but the sample collector came at 11.30 am. Very bad experience.",Improve sample collection and timeliness
"This app/service should not be existing, and Healthians is a scam!! They will never call you back when you try to contact them for issues. Leave alone in 30 min, not even once in a day. I wish they would have been so quick in issue addressing as they are for payment collection and telemarketing. I gave the blood sample along with 1900/- and the incompetent phleb didn't even care for updating his app for sample collection and payment received on his end and on my end is showing pay issue/hol.",Address customer service and communication issues
"Would have rated 5 stars till a few days back itself for the detailed style of reports. Option of smart report which is very good, and kits provided to the collector for sample collection. BUT... Everything changed when I fell prey into subscribing the tests annually. Once I paid for a year, I became a deprioritized customer. Now when I book a slot for my subscribed tests (full body checkup which needs 10-hour fasting), I am only getting slots after 9:30. How unethical!! True colors!!",Prioritize customers who have subscribed annually and provide earlier slots for tests
"The app is convenient, and it's easy to book. My father-in-law is too old to move out. That's why I prefer home service. I was a bit worried about home service, but they maintained all the COVID protocols.",Continue to maintain convenience and safety protocols for home service
Not able to login through mobile number. The OTP is always expired. Did not get IVR OTP either as I did not receive any calls after multiple attempts. Even the customer support calls never reach beyond IVR. Only sales calls are received promptly after requesting a callback. Pathetic app and pathetic service.,Improve login and OTP functionality and customer support
"Very bad app. I am not able to book any test through it. Post searching the test and clicking on the selected button, the circle just keeps revolving for hours and nothing happens. Finally, I gave up and booked the test on a call. What's the point of the app if I need to do it on calls only.",Fix the issue of not being able to book tests through the app
"Can't give less than one star, very worst customer service. Sample collection was also delayed for more than 3 hours, we waited without having food and water as they suggested. Two of us took the test and only one got the report but we paid for two. When we called customer care, each time they give different reasons. Don't get cheated by their offers, don't use this app.","Improve customer service, sample collection timeliness, and report delivery"
"Very professional services. The sample collection process is very smooth, and I liked the detailed smart reporting feature. The sample collector folks are experienced enough to take the sample without any hassle.",Continue to provide professional and smooth sample collection process and enhance smart reporting feature
"Very disappointed with the overall experience. The representative lied to me about the cost of the test, and now I am getting an increased rate to pay. Trying to reach customer care for such a long time, but there's no one to receive calls. However, if you want to book a new test, they are very eager for the same. Healthians only cares for new bookings and not for people it has already trapped in its net. Edit: Dev asked to DM, but there's no place to do so. No one replies on chat in the app.",Improve customer care responsiveness and address pricing and communication issues
"Horrible experience with this app. While making the payments, they will call you so many times. Once you make the payment and the sample is collected, they won't provide reports within timelines. Also, they will tell you that your reports are confidential and they can't share them via email. The same email is they ask for registration means they won't trust themselves. Then they will tell you as we can't identify you, so we will deliver it to your registered mail address. They will just make you feel bad.",Improve timeliness of report delivery and communication regarding report sharing
"I am impressed by Healthians service. The sample collector comes equipped with a kit that consists of all disposable instruments required. Very impressed to see the attention to details - disposable cotton swab, bandage, gloves all inside the kit. The smart reports are very interesting - providing a historical trend of your health parameters and health score. Packages are priced very competitively. The only thing that they can improve is to lessen the waiting time on the call center.",Reduce waiting time on the call center
"I booked through their website and later used the app. I was very impressed with their blood collection kit, neat and painless collection. Reports are genuine... I have a history of high triglycerides... so the reports matched up... Very economical also... App is very user friendly and reports are very descriptive... love the other features of the app also... Keep doing good work... Thank You","Maintain neat and painless blood collection, improve app features"
Overall experience was very good.,Maintain good overall experience
"As far as my experience is concerned, it is a good platform for getting a medical checkup and other body tests. I shall request the people at the helm of affairs to please start its services at Jammu. There is a lot of scope at Jammu. This agency is trustworthy in the service of mankind.",Expand services to Jammu and enhance trustworthiness
"Worst app, worst Customer Service experience ever. They just know one thing i.e. transferring your call from one executive to another. They transfer your call without even telling you. My order got pending i haven't received payment link than they're telling that my coupon code has been used without the order being placed. Never ever ask anyone to use their service.",Improve customer service and communication
Since from two years I am having full body check up from this Healthains. Today I did the same they offer me huge discount from 4099 to 1600 rs only. Sample was collected on time and Hassel free. Best app for healthcheckup. Always on high priority. This application allows us to track our sample every details till our reports are generated. Best application 👍👍👍,Maintain timely sample collection and improve tracking features
